"bookId","title","series","author","rating","description","language","isbn","genres","characters","bookFormat","edition","pages","publisher","publishDate","firstPublishDate","awards","numRatings","ratingsByStars","likedPercent","setting","coverImg","bbeScore","bbeVotes","price"
"21787.The_Princess_Bride","The Princess Bride","","William Goldman","4.26","What happens when the most beautiful girl in the world marries the handsomest prince of all time and he turns out to be...well...a lot less than the man of her dreams?As a boy, William Goldman claims, he loved to hear his father read the S. Morgenstern classic, The Princess Bride. But as a grown-up he discovered that the boring parts were left out of good old Dad's recitation, and only the ""good parts"" reached his ears.Now Goldman does Dad one better. He's reconstructed the ""Good Parts Version"" to delight wise kids and wide-eyed grownups everywhere.What's it about? Fencing. Fighting. True Love. Strong Hate. Harsh Revenge. A Few Giants. Lots of Bad Men. Lots of Good Men. Five or Six Beautiful Women. Beasties Monstrous and Gentle. Some Swell Escapes and Captures. Death, Lies, Truth, Miracles, and a Little Sex.In short, it's about everything.","English","9780345418265","['Fantasy', 'Fiction', 'Classics', 'Romance', 'Humor', 'Young Adult', 'Adventure', 'Science Fiction Fantasy', 'Comedy', 'Fairy Tales']","['Buttercup', 'Westley', 'Prince Humperdinck', 'Inigo Montoya', 'Fezzik', 'Vizzini', 'Count Rugen', 'Miracle Max', 'The Dread Pirate Roberts', 'Ty Cobb']","Paperback","30th Anniversary Edition","456","Ballantine Books","07/15/03","09/01/73","[]","779597","['403082', '230637', '103925', '26081', '15872']","95","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327903636l/21787.jpg","601669","6413",6.23
"28187.The_Lightning_Thief","The Lightning Thief","Percy Jackson and the Olympians #1","Rick Riordan (Goodreads Author)","4.26","Alternate cover for this ISBN can be found herePercy Jackson is a good kid, but he can't seem to focus on his schoolwork or control his temper. And lately, being away at boarding school is only getting worse - Percy could have sworn his pre-algebra teacher turned into a monster and tried to kill him. When Percy's mom finds out, she knows it's time that he knew the truth about where he came from, and that he go to the one place he'll be safe. She sends Percy to Camp Half Blood, a summer camp for demigods (on Long Island), where he learns that the father he never knew is Poseidon, God of the Sea. Soon a mystery unfolds and together with his friends—one a satyr and the other the demigod daughter of Athena - Percy sets out on a quest across the United States to reach the gates of the Underworld (located in a recording studio in Hollywood) and prevent a catastrophic war between the gods.","English","9780786838653","['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Urban Fantasy', 'Greek Mythology', 'Magic']","['Annabeth Chase', 'Grover Underwood', 'Luke Castellan', 'Zeus (God)', 'Dionysus (mythology)', 'Ares (god)', 'Hades', 'Poseidon (God)', 'Chiron', 'Percy Jackson']","Paperback","First edition","375","Disney Hyperion Books","03/01/06","06/28/05","[""Young Readers' Choice Award (2008)"", 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2011)', 'South Carolina Book Award for Junior Book Award (2008)', 'Grand Canyon Reader Award for Tween Book (2008)', 'Nene Award (2008)', ""Massachusetts Children's Book Award (2008)"", ""Pennsylvania Young Readers' Choice Award for Grades 6-8 (2008)"", 'Rhode Island Teen Book Award Nominee (2007)', 'Sunshine State Young Readers Award for Grades 6-8 (2007)', ""Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2008)"", 'Iowa Teen Award (2009)', 'Lincoln Award Nominee (2009)', 'Oklahoma Sequoyah Award for YA (2008)', ""Rebecca Caudill Young Readers' Book Award (2009)""]","1992300","['1006885', '604999', '289310', '64014', '27092']","95","['New York City, New York (United States)', 'Montauk, New York (United States)', 'New Jersey (United States)', 'St. Louis, Missouri (United States)', 'Las Vegas, Nevada (United States)', 'Long Island, New York (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400602609l/28187.jpg","597132","6370",1.79
"2998.The_Secret_Garden","The Secret Garden","","Frances Hodgson Burnett","4.13","""One of the most delightful and enduring classics of children's literature, The Secret Garden by Victorian author Frances Hodgson Burnett has remained a firm favorite with children the world over ever since it made its first appearance. Initially published as a serial story in 1910 in The American Magazine, it was brought out in novel form in 1911.  The plot centers round Mary Lennox, a young English girl who returns to England from India, having suffered the immense trauma by losing both her parents in a cholera epidemic. However, her memories of her parents are not pleasant, as they were a selfish, neglectful and pleasure-seeking couple. Mary is given to the care of her uncle Archibald Craven, whom she has never met. She travels to his home, Misselthwaite Manor located in the gloomy Yorkshire, a vast change from the sunny and warm climate she was used to. When she arrives, she is a rude, stubborn and given to stormy temper tantrums. However, her nature undergoes a gradual transformation when she learns of the tragedies that have befallen her strict and disciplinarian uncle whom she earlier feared and despised. Once when he's away from home, Mary discovers a charming walled garden which is always kept locked. The mystery deepens when she hears sounds of sobbing from somewhere within her uncle's vast mansion. The kindly servants ignore her queries or pretend they haven't heard, spiking Mary's curiosity.  The Secret Garden appeals to both young and old alike. It has wonderful elements of mystery, spirituality, charming characters and an authentic rendering of childhood emotions and experiences. Commonsense, truth and kindness, compassion and a belief in the essential goodness of human beings lie at the heart of this unforgettable story. It is the best known of Frances Hodgson Burnett's works, though most of us have definitely heard of, if not read, her other novel Little Lord Fauntleroy.  The book has been adapted extensively on stage, film and television and translated into all the world's major languages. In 1991, a Japanese anime version was launched for television in Japan. It remains a popular and beloved story of a child's journey into maturity, and a must-read for every child, parent, teacher and anyone who would enjoy this fascinating glimpse of childhood. One of the most delightful and enduring classics of children's literature, The Secret Garden by Victorian author Frances Hodgson Burnett has remained a firm favorite with children the world over ever since it made its first appearance. Initially published as a serial story in 1910 in The American Magazine, it was brought out in novel form in 1911."" ","English","9780517189603","['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Literature', 'Fantasy', 'Historical', 'Audiobook']","['Mary Lennox', 'Colin Craven', 'Dickon Sowerby', 'Martha Sowerby', 'Ben Weatherstaff', 'Archibald Craven', 'Susan Sowerby', 'Mrs. Medlock', 'Dr. Craven']","Hardcover","","331","Children's Classics","09/01/98","10/28/10","['Lewis Carroll Shelf Award (1958)']","891374","['381307', '306569', '158245', '32814', '12439']","95","['Yorkshire, England', 'England', 'United Kingdom']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873635l/2998.jpg","585722","6445",3.33
"128029.A_Thousand_Splendid_Suns","A Thousand Splendid Suns","","Khaled Hosseini (Goodreads Author)","4.38","A Thousand Splendid Suns is a breathtaking story set against the volatile events of Afghanistan's last thirty years—from the Soviet invasion to the reign of the Taliban to post-Taliban rebuilding—that puts the violence, fear, hope, and faith of this country in intimate, human terms. It is a tale of two generations of characters brought jarringly together by the tragic sweep of war, where personal lives—the struggle to survive, raise a family, find happiness—are inextricable from the history playing out around them.Propelled by the same storytelling instinct that made The Kite Runner a beloved classic, A Thousand Splendid Suns is at once a remarkable chronicle of three decades of Afghan history and a deeply moving account of family and friendship. It is a striking, heart-wrenching novel of an unforgiving time, an unlikely friendship, and an indestructible love—a stunning accomplishment.--front flap","English","9781594489501","['Fiction', 'Historical Fiction', 'Contemporary', 'Novels', 'Historical', 'War', 'Adult Fiction', 'Adult', 'Drama', 'Literature']","['Laila', 'Mariam', 'Rasheed', 'Tariq']","Hardcover","U.S. Edition","372","Riverhead Books","06/01/07","05/22/07","['British Book Award for Best Read of the Year (2008)', 'Book Sense Book of the Year Award for Adult Fiction (2008)', 'California Book Award for Fiction (Silver) (2007)', 'Exclusive Books Boeke Prize Nominee (2007)', 'Lincoln Award Nominee (2011)']","1151288","['624406', '376677', '119523', '21990', '8692']","97","['Afghanistan', 'Kabul (Afghanistan)', 'Herat (Afghanistan)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345958969l/128029.jpg","580722","6164",1.16
"33574273-a-wrinkle-in-time","A Wrinkle in Time","Time Quintet #1","Madeleine L'Engle","4.00","It was a dark and stormy night.Out of this wild night, a strange visitor comes to the Murry house and beckons Meg, her brother Charles Wallace, and their friend Calvin O'Keefe on a most dangerous and extraordinary adventure—one that will threaten their lives and our universe.Winner of the 1963 Newbery Medal, A Wrinkle in Time is the first book in Madeleine L'Engle's classic Time Quintet.","English","9781250153272","['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Science Fiction', 'Childrens', 'Middle Grade', 'Time Travel', 'Adventure', 'Science Fiction Fantasy']","['Meg Murry', 'Charles Wallace Murry', ""Calvin O'Keefe"", 'Dr. Kate Murry', 'Sandy Murry', 'Dennys Murry', 'Mrs. Whatsit', 'Mrs. Who', 'Mrs. Which']","Paperback","Movie Tie-In","218","Square Fish","11/07/17","10/28/62","['Newbery Medal (1963)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1964)"", 'Oklahoma Sequoyah Award (1965)', 'Margaret A. Edwards Award (1998)']","1051535","['425481', '327970', '200267', '63557', '34260']","91","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507963312l/33574273._SX318_.jpg","562789","6014",4.8
"13496.A_Game_of_Thrones","A Game of Thrones","A Song of Ice and Fire #1","George R.R. Martin","4.45","Here is the first volume in George R. R. Martin’s magnificent cycle of novels that includes A Clash of Kings and A Storm of Swords. As a whole, this series comprises a genuine masterpiece of modern fantasy, bringing together the best the genre has to offer. Magic, mystery, intrigue, romance, and adventure fill these pages and transport us to a world unlike any we have ever experienced. Already hailed as a classic, George R. R. Martin’s stunning series is destined to stand as one of the great achievements of imaginative fiction.A GAME OF THRONESLong ago, in a time forgotten, a preternatural event threw the seasons out of balance. In a land where summers can last decades and winters a lifetime, trouble is brewing. The cold is returning, and in the frozen wastes to the north of Winterfell, sinister and supernatural forces are massing beyond the kingdom’s protective Wall. At the center of the conflict lie the Starks of Winterfell, a family as harsh and unyielding as the land they were born to. Sweeping from a land of brutal cold to a distant summertime kingdom of epicurean plenty, here is a tale of lords and ladies, soldiers and sorcerers, assassins and bastards, who come together in a time of grim omens.Here an enigmatic band of warriors bear swords of no human metal; a tribe of fierce wildlings carry men off into madness; a cruel young dragon prince barters his sister to win back his throne; and a determined woman undertakes the most treacherous of journeys. Amid plots and counterplots, tragedy and betrayal, victory and terror, the fate of the Starks, their allies, and their enemies hangs perilously in the balance, as each endeavors to win that deadliest of conflicts: the game of thrones.source: georgerrmartin.com","English","9780553588484","['Fantasy', 'Fiction', 'Epic Fantasy', 'Adult', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Dragons', 'Audiobook', 'Epic']","['Brandon Stark', 'Catelyn Stark', 'Tyrion Lannister', 'Daenerys Targaryen', 'Eddard Stark', 'Theon Greyjoy', 'Robb Stark', 'Arya Stark', 'Jaime Lannister', 'Joffrey Baratheon', 'Robert Baratheon', 'Tywin Lannister', 'Lysa Arryn', 'Petyr Baelish', 'Sansa Stark', 'Viserys Targaryen', 'Varys', 'Hodor', 'Beric Dondarrion', 'Thoros of Myr', 'Sandor Clegane', 'Samwell Tarly', 'Pyp', 'Tommen Baratheon', 'Stannis Baratheon', 'Grenn', 'Mace Tyrell', 'Septa Mordane', 'Jon Snow', 'Cersei Lannister', 'Jorah Mormont']","Mass Market Paperback","","835","Bantam","08/28/05","08/06/96","['Nebula Award Nominee for Best Novel (1997)', 'Locus Award for Best Fantasy Novel (1997)', 'World Fantasy Award Nominee for Best Novel (1997)', 'Premio Ignotus for Novela extranjera (2003)']","2003043","['1231600', '540493', '156705', '41880', '32365']","96","['The Lands of Ice and Fire']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562726234l/13496.jpg","562241","6007",4.01
"2956.The_Adventures_of_Huckleberry_Finn","The Adventures of Huckleberry Finn","Adventures of Tom and Huck #2","Mark Twain, Guy Cardwell (Notes), John Seelye (Introduction), Walter Trier (Ilustrator)","3.82","A nineteenth-century boy from a Mississippi River town recounts his adventures as he travels down the river with a runaway slave, encountering a family involved in a feud, two scoundrels pretending to be royalty, and Tom Sawyer's aunt who mistakes him for Tom.","English","9780142437179","['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Young Adult', 'Adventure', 'School', 'Novels', 'Read For School', 'American']","['Huckleberry Finn', 'Tom Sawyer', 'Jim Upton', 'Mark Twain', 'Tom Sawyer', 'Jim Upton']","Paperback","","327","Penguin Classics","12/31/02","12/01/84","[]","1151767","['348906', '397153', '288029', '85514', '32165']","90","['United States of America', 'St. Petersburg, Missouri (United States)', 'Hannibal, Missouri (United States)', 'Missouri (United States)', 'Mississippi River (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546096879l/2956.jpg","516841","5691",6.99
"12232938-the-lovely-bones","The Lovely Bones","","Alice Sebold","3.82","""My name was Salmon, like the fish; first name, Susie. I was fourteen when I was murdered on December 6, 1973.""So begins the story of Susie Salmon, who is adjusting to her new home in heaven, a place that is not at all what she expected, even as she is watching life on earth continue without her -- her friends trading rumors about her disappearance, her killer trying to cover his tracks, her grief-stricken family unraveling. Out of unspeakable tragedy and loss, The Lovely Bones succeeds, miraculously, in building a tale filled with hope, humor, suspense, even joy.","English","9780316166683","['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Fantasy', 'Crime', 'Adult', 'Adult Fiction', 'Drama', 'Novels']","['Susie Salmon', 'Clarissa', 'Holly', 'Jack Salmon', 'Abigail Salmon', 'Lindsey Salmon', 'Buckley Salmon', 'George Harvey']","Mass Market Paperback","","372","Little, Brown and Company","09/01/06","07/03/02","['Bram Stoker Award for Best First Novel (2002)', 'Orange Prize Nominee for Fiction Longlist (2003)', 'British Book Award for Best Read of the Year (2004)', 'Book Sense Book of the Year Award for Adult Fiction (2003)', 'California Book Award for First Fiction (Silver) (2002)', 'South Carolina Book Award for Young Adult Book Award (2005)', 'Chicago Tribune Heartland Prize for Fiction (2002)', 'Iowa High School Book Award (2005)', 'Puddly Award for Fiction (2003)', 'Eliot Rosewater Indiana High School Book Award (2005)', 'Lincoln Award Nominee (2005)', 'Missouri Gateway Readers Award (2005)']","2014401","['614520', '706917', '472058', '149445', '71461']","89","['Philadelphia, Pennsylvania (United States)', 'Pennsylvania (United States)', 'United States of America']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457810586l/12232938.jpg","510188","5512",1.91
"231804.The_Outsiders","The Outsiders","","S.E. Hinton (Goodreads Author)","4.10","The Outsiders is about two weeks in the life of a 14-year-old boy. The novel tells the story of Ponyboy Curtis and his struggles with right and wrong in a society in which he believes that he is an outsider. According to Ponyboy, there are two kinds of people in the world: greasers and socs. A soc (short for ""social"") has money, can get away with just about anything, and has an attitude longer than a limousine. A greaser, on the other hand, always lives on the outside and needs to watch his back. Ponyboy is a greaser, and he's always been proud of it, even willing to rumble against a gang of socs for the sake of his fellow greasers--until one terrible night when his friend Johnny kills a soc. The murder gets under Ponyboy's skin, causing his bifurcated world to crumble and teaching him that pain feels the same whether a soc or a greaser.Librarian note: This record is for one of the three editions published with different covers and with ISBN 0-140-38572-X / 978-0-14-038572-4. The records are for the 1988 cover (this record), the 1995 cover, and the 2008 cover which is also the current in-print cover.","English","9999999999999","['Classics', 'Young Adult', 'Fiction', 'School', 'Realistic Fiction', 'Read For School', 'Coming Of Age', 'Historical Fiction', 'Contemporary', 'Teen']","['Ponyboy Curtis', 'Sodapop Curtis', 'Darrel ""Darry"" Curtis', 'Dallas ""Dally"" Winston', 'Johnny Cade', 'Keith ""Two-Bit"" Matthews', 'Steve Randle', 'Sherri ""Cherry"" Valance', 'Curly Shepard', 'Tim Shepard']","Mass Market Paperback","","192","Puffin Books (US/CAN)","09/01/97","04/24/67","['Books I Loved Best Yearly (BILBY) Awards for Secondary  (1991)', 'Margaret A. Edwards Award (1988)']","938150","['396850', '309135', '173456', '44305', '14404']","94","['Tulsa, Oklahoma (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442129426l/231804.jpg","509346","5512",""
"19543.Where_the_Wild_Things_Are","Where the Wild Things Are","","Maurice Sendak","4.22","Max, a wild and naughty boy, is sent to bed without his supper by his exhausted mother. In his room, he imagines sailing far away to a land of Wild Things. Instead of eating him, the Wild Things make Max their king.","English","9780099408390","['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Fantasy', 'Adventure', 'Young Adult', 'Animals', 'Kids', 'Monsters']","['Max Cannon']","Paperback","","37","Red Fox","10/28/00","04/19/63","['Caldecott Medal (1964)', 'Lewis Carroll Shelf Award', 'Indies Choice Book Award for Picture Book Hall of Fame (2009)']","816934","['434637', '206951', '116646', '36075', '22625']","93","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384434560l/19543.jpg","502762","5479",3.67
"23772.Green_Eggs_and_Ham","Green Eggs and Ham","","Dr. Seuss","4.30","“Do you like green eggs and ham?” asks Sam-I-am in this Beginner Book by Dr. Seuss. In a house or with a mouse? In a boat or with a goat? On a train or in a tree? Sam keeps asking persistently. With unmistakable characters and signature rhymes, Dr. Seuss’s beloved favorite has cemented its place as a children’s classic. In this most famous of cumulative tales, the list of places to enjoy green eggs and ham, and friends to enjoy them with, gets longer and longer. Follow Sam-I-am as he insists that this unusual treat is indeed a delectable snack to be savored everywhere and in every way. Originally created by Dr. Seuss, Beginner Books encourage children to read all by themselves, with simple words and illustrations that give clues to their meaning.","English","9780394800165","['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor', 'Kids', 'Food', 'Young Adult']","['Sam-I-Am']","Hardcover","","62","Random House Books for Young Readers","10/28/88","06/28/60","[]","616631","['345538', '154254', '84286', '20797', '11756']","95","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468680100l/23772.jpg","497706","5477",2.98
"1381.The_Odyssey","The Odyssey","","Homer, Robert Fagles (Translator), Bernard Knox (Introduction)","3.77","Sing to me of the man, Muse, the man of twists and turnsdriven time and again off course, once he had plunderedthe hallowed heights of Troy.So begins Robert Fagles' magnificent translation of the Odyssey, which Jasper Griffin in The New York Times Review of Books hails as ""a distinguished achievement.""If the Iliad is the world's greatest war epic, then the Odyssey is literature's grandest evocation of everyman's journey though life. Odysseus' reliance on his wit and wiliness for survival in his encounters with divine and natural forces, during his ten-year voyage home to Ithaca after the Trojan War, is at once a timeless human story and an individual test of moral endurance. In the myths and legends that are retold here, Fagles has captured the energy and poetry of Homer's original in a bold, contemporary idiom, and given us an Odyssey to read aloud, to savor, and to treasure for its sheer lyrical mastery.Renowned classicist Bernard Knox's superb Introduction and textual commentary provide new insights and background information for the general reader and scholar alike, intensifying the strength of Fagles' translation.This is an Odyssey to delight both the classicist and the public at large, and to captivate a new generation of Homer's students.--Robert Fagles, winner of the PEN/Ralph Manheim Medal for Translation and a 1996 Academy Award in Literature from the American Academy of Arts and Letters, presents us with Homer's best-loved and most accessible poem in a stunning new modern-verse translation.","English","9780143039952","['Classics', 'Fiction', 'Poetry', 'Mythology', 'Fantasy', 'School', 'Literature', 'Adventure', 'Read For School', 'Historical Fiction']","['Odysseus', 'Penelope (wife of Odysseus)', 'Helen of Troy', 'Achilles (Greek hero)', 'Telemachus', 'Minerva', 'Polyphemus', 'Agamemnon']","Paperback","","541","Penguin Classics","11/30/06","10/28/00","[]","861486","['265910', '274273', '213021', '74221', '34061']","87","['Ithaca (Greece)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390173285l/1381.jpg","494442","5437",3.65
"4214.Life_of_Pi","Life of Pi","","Yann Martel","3.91","Life of Pi is a fantasy adventure novel by Yann Martel published in 2001. The protagonist, Piscine Molitor ""Pi"" Patel, a Tamil boy from Pondicherry, explores issues of spirituality and practicality from an early age. He survives 227 days after a shipwreck while stranded on a boat in the Pacific Ocean with a Bengal tiger named Richard Parker.","English","9780770430078","['Fiction', 'Fantasy', 'Classics', 'Adventure', 'Contemporary', 'Novels', 'Literature', 'Magical Realism', 'India', 'Philosophy']","['Pi Patel', 'Richard Parker']","Paperback","","460","Seal Books","08/29/06","09/11/01","['Booker Prize (2002)', 'Bollinger Everyman Wodehouse Prize Nominee for Comic Fiction (2003)', 'Exclusive Books Boeke Prize (2003)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général Nominee for Fiction (2001)"", 'Lincoln Award Nominee (2005)', 'Deutscher Bücherpreis for Belletristik (2004)', 'CBC Canada Reads Nominee (2003)', 'Luisterboek Award Nominee (2015)', ""QWF (Quebec Writer's Federation) Award for Paragraphe Hugh MacLennan Prize for Fiction (2001)"", 'Asian/Pacific American Award for Literature for Adult Fiction (2003)']","1339076","['464957', '475177', '264628', '87693', '46621']","90","['Pacific Ocean', 'Pondicherry (India)', 'Toronto, Ontario (Canada)', 'Tomatlan (Mexico)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320562005l/4214.jpg","490471","5307",2.86
"1953.A_Tale_of_Two_Cities","A Tale of Two Cities","","Charles Dickens, Richard Maxwell (Editor/Introduction)","3.85","After eighteen years as a political prisoner in the Bastille, the ageing Doctor Manette is finally released and reunited with his daughter in England. There the lives of two very different men, Charles Darnay, an exiled French aristocrat, and Sydney Carton, a disreputable but brilliant English lawyer, become enmeshed through their love for Lucie Manette. From the tranquil roads of London, they are drawn against their will to the vengeful, bloodstained streets of Paris at the height of the Reign of Terror, and they soon fall under the lethal shadow of La Guillotine.","English","9780141439600","['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Historical', 'Novels', 'School', 'Classic Literature', '19th Century', 'British Literature']","['Sydney Carton', 'Charles Darnay', 'Lucie Manette', 'Madame Therese Defarge', 'Dr. Alexandre Manette']","Paperback","Penguin Classics (UK/CAN/USA)","489","Penguin Books","10/28/03","11/26/59","[]","810000","['277631', '259424', '176879', '63052', '33014']","88","['Paris (France)', 'London, England']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344922523l/1953.jpg","488900","5365",1.12
"43641.Water_for_Elephants","Water for Elephants","","Sara Gruen (Goodreads Author)","4.09","Winner of the 2007 BookBrowse Award for Most Popular Book.An atmospheric, gritty, and compelling novel of star-crossed lovers, set in the circus world circa 1932, by the bestselling author of Riding Lessons. When Jacob Jankowski, recently orphaned and suddenly adrift, jumps onto a passing train, he enters a world of freaks, drifters, and misfits, a second-rate circus struggling to survive during the Great Depression, making one-night stands in town after endless town. A veterinary student who almost earned his degree, Jacob is put in charge of caring for the circus menagerie. It is there that he meets Marlena, the beautiful young star of the equestrian act, who is married to August, the charismatic but twisted animal trainer. He also meets Rosie, an elephant who seems untrainable until he discovers a way to reach her. Beautifully written, Water for Elephants is illuminated by a wonderful sense of time and place. It tells a story of a love between two people that overcomes incredible odds in a world in which even love is a luxury that few can afford.","English","9781565125605","['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Adult', 'Adult Fiction', 'Contemporary', 'Book Club', 'Novels', 'Animals']","['Jacob Jankowski', 'August (Water for Elephants)', 'Rosie Noah', 'Camel', 'Uncle Al', 'Kinko/Walter', ""Marlena L'Arche"", 'Rosemary (Water for Elephants)']","Paperback","","335","Algonquin Books","05/01/07","05/28/06","['Book Sense Book of the Year Award for Adult Fiction (2007)', 'ALA Alex Award (2007)', 'The Quill Award Nominee for General Fiction (2006)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","1379584","['545209', '512513', '242028', '59367', '20467']","94","['United States of America', 'Joliet, Illinois (United States)', 'Ithaca, New York (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494428973l/43641._SY475_.jpg","474329","5110",3.46
"7604.Lolita","Lolita","","Vladimir Nabokov, Craig Raine (Afterword)","3.89","Humbert Humbert - scholar, aesthete and romantic - has fallen completely and utterly in love with Lolita Haze, his landlady's gum-snapping, silky skinned twelve-year-old daughter. Reluctantly agreeing to marry Mrs Haze just to be close to Lolita, Humbert suffers greatly in the pursuit of romance; but when Lo herself starts looking for attention elsewhere, he will carry her off on a desperate cross-country misadventure, all in the name of Love. Hilarious, flamboyant, heart-breaking and full of ingenious word play, Lolita is an immaculate, unforgettable masterpiece of obsession, delusion and lust.","English","B00IIAQY3Q","['Classics', 'Fiction', 'Literature', 'Novels', 'Russia', 'Romance', 'Russian Literature', 'Literary Fiction', '20th Century', 'Adult']","['Humbert Humbert', 'Dolores “Lolita” Haze', 'Charlotte Haze', 'Clare Quilty']","Paperback","New Edition, Penguin Modern Classics","331","Penguin","10/28/95","09/28/55","['National Book Award Finalist for Fiction (1959)']","663069","['236731', '215063', '137868', '47097', '26310']","89","['United States of America']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377756377l/7604.jpg","461887","4976",""
"4981.Slaughterhouse_Five","Slaughterhouse-Five","","Kurt Vonnegut Jr.","4.08","Selected by the Modern Library as one of the 100 best novels of all time, Slaughterhouse-Five, an American classic, is one of the world's great antiwar books. Centering on the infamous firebombing of Dresden, Billy Pilgrim's odyssey through time reflects the mythic journey of our own fractured lives as we search for meaning in what we fear most.","English","9780385333849","['Classics', 'Fiction', 'Science Fiction', 'War', 'Historical Fiction', 'Literature', 'Novels', 'Time Travel', 'American', 'Fantasy']","['Billy Pilgrim', 'Kilgore Trout', 'Eliot Rosewater', 'Roland Weary', 'Paul Lazzaro', 'Edgar Derby', 'Robert Pilgrim', 'Valencia Merble', 'Barbara Pilgrim', 'Howard W. Campbell Jr.', 'Montana Wildhack', 'Bertam Copeland Rumfoord']","Paperback","","275","Dial Press","01/12/99","10/28/69","['Hugo Award Nominee for Best SF Novel (1970)', 'Nebula Award Nominee for Best Novel (1969)', 'National Book Award Finalist for Fiction (1970)', ""Chicago Publishers' Award (1970)""]","1129210","['475782', '379252', '187946', '55979', '30251']","92","['Dresden (Germany)', 'Tralfamadore', 'Ilium (United States)', 'Ardennes (Belgium)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440319389l/4981.jpg","448769","4858",8.5
"35031085-frankenstein","Frankenstein: The 1818 Text","","Mary Wollstonecraft Shelley, Charlotte Gordon (Goodreads Author) (Introduction)","3.81","Mary Shelley's seminal novel of the scientist whose creation becomes a monsterThis edition is the original 1818 text, which preserves the hard-hitting and politically charged aspects of Shelley's original writing, as well as her unflinching wit and strong female voice. This edition also includes a new introduction and suggestions for further reading by author and Shelley expert Charlotte Gordon, literary excerpts and reviews selected by Gordon and a chronology and essay by preeminent Shelley scholar Charles E. Robinson.","English","9780143131847","['Classics', 'Fiction', 'Horror', 'Science Fiction', 'Gothic', 'Fantasy', 'School', 'Literature', 'Novels', '19th Century']","['Elizabeth Lavenza', 'William Frankenstein', 'Robert Walton', 'Henry Clerval', 'Alphonse Frankenstein', 'Caroline Beaufort Frankenstein', 'Ernest Frankenstein', 'Justine Moritz', 'Agatha', 'Felix', 'Victor Frankenstein', 'The Monster', 'De Lacey', 'Safie']","Paperback","","288","Penguin Classics","03/08/18","10/28/18","[]","1162638","['350758', '399756', '287215', '89125', '35784']","89","['Geneva (Switzerland)', 'Ingolstadt (Germany)', 'Ireland', 'Milano (Italy)', 'Como (Italy)', 'Livorno (Italy)', 'Napoli (Italy)', 'Lausanne (Switzerland)', 'Chamounix (France)', 'England', 'Orkney, Scotland']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498841231l/35031085.jpg","438548","4912",8.75
